id,precipitation_nextday
1,0.999696
2,0.94146043
3,0.9939314
4,0.006580554
5,0.9923018
6,0.08055065
7,0.00020069603
8,0.99996495
9,0.22526981
10,0.0005892021
11,0.03798032
12,6.281752e-5
13,0.000103643775
14,1.3800682e-5
15,0.9992887
16,0.0022332412
17,0.0040035374
18,0.26367334
19,6.609285e-5
20,0.9601587
21,0.8230457
22,0.00024084716
23,0.0016219306
24,0.018757323
25,0.0004070767
26,0.005973182
27,0.80985206
28,0.0008650878
29,0.9964707
30,1.5579217e-5
31,0.001760153
32,0.00024878667
33,0.00022015793
34,0.006991688
35,0.00024404335
36,0.99930644
37,0.0006618277
38,0.9610886
39,0.00054853153
40,0.99968374
41,0.9932239
42,0.0006438945
43,0.9999199
44,0.010449558
45,0.99710673
46,0.93098307
47,0.0022026708
48,0.08993145
49,0.9993629
50,0.997035
51,8.66875e-5
52,0.0055221426
53,0.0039298316
54,0.0012459833
55,0.00414764
56,0.8893597
57,0.0029032046
58,0.000396596
59,0.0039666006
60,0.99624795
61,0.04890023
62,0.9995994
63,0.002915786
64,0.44969293
65,0.0024144908
66,0.9523946
67,0.2669395
68,0.000901597
69,0.08826504
70,0.97680557
71,0.56530565
72,0.9872234
73,0.9592961
74,0.88624626
75,0.99989843
76,0.021912705
77,0.0012051975
78,0.00012975746
79,0.0041799033
80,0.9874887
81,0.35382497
82,2.9790439e-5
83,0.9744052
84,0.33896527
85,0.11187128
86,0.03618795
87,0.3200986
88,0.083266586
89,0.124525845
90,0.061134372
91,0.998601
92,0.009548521
93,0.00028216263
94,0.36884475
95,0.00016186635
96,0.9995054
97,0.2615855
98,0.00633389
99,0.54896164
100,0.0022039854
101,0.99964404
102,0.9852882
103,0.98050416
104,0.0037751426
105,0.9162529
106,0.9994418
107,0.135964
108,0.52061075
109,0.9930728
110,0.006490114
111,0.23048432
112,0.012587301
113,0.9992612
114,0.9829197
115,0.45615584
116,0.00049450493
117,0.9972857
118,0.0001271566
119,0.7164209
120,0.9998925
121,0.7785382
122,0.9929767
123,0.5142232
124,0.63949573
125,0.04862387
126,9.2628296e-5
127,0.00086250174
128,0.13048653
129,0.006598146
130,0.9992187
131,0.00067700224
132,0.0014259503
133,0.19179602
134,9.182745e-5
135,0.01874213
136,0.97812647
137,0.0048423205
138,0.9907968
139,0.034446508
140,0.9929657
141,0.9748409
142,0.0017516554
143,0.99214655
144,0.99463624
145,0.99546957
146,0.0010160804
147,0.00018267952
148,0.6396123
149,0.02607795
150,0.9974957
151,0.04825546
152,0.8780134
153,0.992949
154,4.732617e-5
155,0.9995448
156,0.009968043
157,0.81153286
158,0.078710906
159,1.5726506e-5
160,0.8352626
161,0.9842279
162,0.0043451744
163,0.00051489036
164,0.98711395
165,0.014319676
166,0.9959643
167,0.99881387
168,0.40395996
169,0.99725777
170,4.66594e-5
171,0.0024769444
172,0.054658182
173,8.771955e-5
174,0.99977714
175,0.9992737
176,0.19278294
177,0.1369295
178,0.9970214
179,0.0005444763
180,0.99331033
181,0.019083632
182,0.56610376
183,0.076503724
184,0.0003797068
185,0.99747854
186,0.0005307068
187,0.9964534
188,0.010279676
189,0.0002580662
190,0.9691041
191,0.48496476
192,0.5017374
193,0.001779383
194,0.9311024
195,0.94379336
196,0.9281249
197,0.0001749886
198,0.99600804
199,0.0008236458
200,0.004868618
201,0.04721286
202,0.00025615146
203,0.9542873
204,0.99885595
205,9.432922e-5
206,0.97878677
207,0.0020680607
208,0.9990079
209,0.9867047
210,0.0016261047
211,0.20848732
212,0.9891312
213,0.045847446
214,0.022874722
215,0.007828724
216,0.005389013
217,0.93384975
218,0.89308196
219,0.22556162
220,0.9847712
221,0.00045854604
222,0.04007226
223,0.0004787954
224,0.0001816762
225,0.5333066
226,0.90534586
227,0.89097327
228,0.98125505
229,0.6894952
230,0.047036435
231,0.9669818
232,0.35892776
233,0.9991252
234,0.99909127
235,0.8966496
236,0.022368066
237,0.00015860687
238,0.04168095
239,0.19982575
240,0.93019706
241,0.99916875
242,0.99091876
243,0.8483829
244,0.99888676
245,0.00043569578
246,0.9837847
247,0.939646
248,0.7746284
249,0.20937558
250,0.99896526
251,0.4948577
252,0.014342658
253,0.021204077
254,0.0016311776
255,0.84255457
256,0.0019703554
257,0.4877295
258,0.6372973
259,0.9944114
260,7.788729e-5
261,0.079521745
262,0.9886895
263,0.21869709
264,0.00036382777
265,0.0039647133
266,0.99641246
267,0.0020149606
268,0.001663434
269,0.9962598
270,0.99092406
271,0.008553315
272,0.0058663143
273,0.9981036
274,0.9999124
275,0.2439735
276,0.7091805
277,0.0054691685
278,0.014583298
279,0.09667033
280,0.00048674512
281,0.0005554524
282,0.00015645708
283,0.04790651
284,0.9913549
285,0.11911846
286,0.9977442
287,0.0013511119
288,0.0098365
289,0.97268176
290,0.14416033
291,0.004847137
292,0.028600428
293,0.648133
294,0.0006338846
295,0.0011048738
296,0.00021655437
297,0.99943227
298,0.00021967712
299,0.97794104
300,0.00018394376
301,0.004918026
302,0.99521685
303,0.00021829137
304,3.222219e-5
305,0.039513543
306,0.017054075
307,0.0005434448
308,0.99434483
309,0.9873268
310,0.03343077
311,0.000990107
312,0.00023900022
313,0.00011424411
314,0.0010116816
315,0.9977034
316,0.36514264
317,0.8045433
318,0.954527
319,0.000303154
320,0.98634106
321,0.00015218822
322,0.33332872
323,0.99178547
324,0.9979867
325,0.0016753178
326,0.8769947
327,0.9999484
328,0.00010402965
329,0.05442126
330,0.99080265
331,0.99005145
332,0.012743599
333,0.03195926
334,0.0016320795
335,0.8377548
336,0.0832871
337,0.07978298
338,0.99301755
339,0.23955876
340,0.95564437
341,0.7304856
342,0.0004131071
343,0.00696096
344,0.99985325
345,0.69885427
346,0.83248264
347,0.14860524
348,0.9893355
349,0.57220995
350,8.880045e-5
351,0.99432063
352,0.9938054
353,0.98069715
354,0.06387034
355,0.994643
356,0.6456469
357,0.2715492
358,0.99846554
359,0.00016080873
360,0.9948723
361,0.9996805
362,0.06739152
363,0.99461126
364,0.019158084
365,0.9526535
366,0.8605969
367,0.004169318
368,0.6445787
369,0.0020426754
370,0.9657896
371,0.43965122
372,0.9964889
373,9.541983e-5
374,0.15288271
375,0.090868644
376,0.0001910287
377,0.9691371
378,0.35398018
379,6.874871e-5
380,0.71562546
381,0.0011067473
382,0.003115774
383,0.99908173
384,0.7230771
385,0.033305462
386,0.2136987
387,0.027170599
388,0.68566567
389,0.86764234
390,0.683838
391,0.9999596
392,0.99036217
393,0.76520956
394,0.99940765
395,0.005896027
396,0.0023621966
397,0.0017911344
398,0.011117409
399,0.4121156
400,0.8651019
401,0.9989066
402,0.0843271
403,0.0008994983
404,0.04736998
405,0.00060795975
406,0.95730436
407,0.8664749
408,0.009062498
409,0.9983455
410,0.865497
411,0.98930055
412,0.99408144
413,0.18319307
414,0.9975242
415,0.9977227
416,0.0026604244
417,0.0022141112
418,0.98441905
419,0.07837972
420,0.00014183282
421,0.9996418
422,0.43166456
423,2.3034874e-5
424,0.00027119392
425,0.034324627
426,0.083687425
427,0.0075068646
428,0.01347505
429,0.001151291
430,0.4951429
431,0.31672114
432,0.00021680394
433,0.9896898
434,0.8020597
435,0.65772647
436,0.99846256
437,0.0005100792
438,0.0002196784
439,0.005828665
440,0.0017219366
441,0.9999578
442,0.99617827
443,0.8722122
444,0.9490361
445,0.00012594997
446,0.0020937705
447,0.0023063372
448,0.99745816
449,0.054357275
450,0.8759073
451,0.00082863483
452,0.7468007
453,0.99350196
454,7.9088706e-5
455,0.9570756
456,0.99984145
457,0.5867901
458,0.055854287
459,0.000102544116
460,0.081576005
461,0.87105674
462,0.014027427
463,0.9946905
464,0.035656296
465,0.9906719
466,0.26961792
467,0.99933344
468,0.7892984
469,0.8386472
470,0.00043172695
471,0.06146525
472,0.72060806
473,0.9765278
474,0.17928872
475,0.8660739
476,0.99088365
477,0.5416339
478,0.00310526
479,0.99901915
480,0.07431681
481,0.98892653
482,0.029335024
483,0.0014481278
484,0.34358722
485,0.0026805177
486,0.9984798
487,0.14653872
488,0.4976174
489,0.9949239
490,0.58713955
491,0.0009553687
492,0.99829036
493,0.9475287
494,0.9964234
495,0.0037953535
496,0.0028367213
497,0.82916826
498,4.7903693e-5
499,0.95339054
500,0.00034144035
501,0.0048056277
502,0.07242666
503,0.0018696177
504,0.0003677841
505,0.99736255
506,0.99984086
507,0.015192202
508,0.92317593
509,0.99754566
510,0.00020081758
511,0.97883487
512,0.721646
513,0.98787516
514,0.9998822
515,0.003278868
516,0.15379226
517,2.8005627e-5
518,0.24037999
519,0.8219611
520,0.9809441
521,0.9999094
522,0.020390945
523,0.0011477629
524,5.123864e-5
525,0.99774915
526,0.00045025809
527,0.99404424
528,0.9988226
529,0.8730484
530,0.9213764
531,0.957355
532,0.49743462
533,0.99970895
534,0.019444456
535,0.01091866
536,0.97397757
537,0.0005037582
538,0.07406298
539,0.00389594
540,0.010508271
541,0.36761254
542,0.00012430652
543,0.8829594
544,0.10692976
545,0.9902982
546,0.9841764
547,0.059352536
548,0.011646571
549,0.008524943
550,0.5944669
551,0.94160044
552,3.2958495e-5
553,0.76070166
554,0.7883121
555,0.16104819
556,0.18457621
557,0.0010192625
558,0.9967212
559,0.7222372
560,0.0017714713
561,0.0012350278
562,0.08489871
563,0.74849796
564,0.00072374864
565,0.9751106
566,0.9168568
567,0.9160083
568,0.009221313
569,0.9955498
570,0.00059773517
571,0.9864093
572,0.9928269
573,0.00035707955
574,0.9993438
575,0.0014388518
576,0.77527714
577,0.7995235
578,0.0074766134
579,0.00033623594
580,3.5883295e-5
581,0.9924656
582,0.9990834
583,9.866125e-5
584,0.9894438
585,0.99899226
586,0.99758637
587,0.994831
588,0.99996066
589,0.00018584066
590,0.0001948828
591,0.01739621
592,0.0012920911
593,0.9994351
594,0.99959356
595,0.0021706666
596,0.31599197
597,0.009466793
598,0.10228793
599,0.005558764
600,0.0041069426
601,0.5138799
602,0.15001306
603,0.00031531937
604,0.964869
605,0.99621177
606,0.00052310363
607,0.9995654
608,0.9954932
609,0.9696805
610,0.00088550063
611,0.0034911078
612,0.11964388
613,0.9872432
614,0.06868446
615,0.99931157
616,0.005749786
617,0.9947901
618,0.004834312
619,0.97713315
620,0.052260846
621,8.539576e-5
622,0.6704697
623,0.018183878
624,0.9970208
625,0.9985216
626,0.988893
627,0.0003131877
628,0.0054726526
629,0.11796675
630,0.99909496
631,0.08434784
632,0.00077121827
633,0.0012859722
634,0.8358756
635,0.0034917567
636,0.999962
637,0.9999323
638,0.030013112
639,0.9985757
640,0.99853694
641,0.0005506481
642,0.03084852
643,0.9619027
644,0.00019465976
645,0.98835397
646,0.21944761
647,0.0006160276
648,9.553561e-6
649,0.00046349695
650,0.0037858714
651,0.00014415756
652,0.00024130433
653,0.0012777653
654,0.9775244
655,4.283153e-5
656,0.9994349
657,0.9952868
658,0.9648335
659,0.0024653594
660,0.97227854
661,0.00862764
662,0.0008743285
663,0.6191435
664,4.7826783e-5
665,0.00013442835
666,0.0049055433
667,0.049109407
668,0.99845695
669,0.00042654094
670,0.85450745
671,0.0005357453
672,0.99994504
673,0.93149394
674,0.0042445366
675,0.067612976
676,0.0030092974
677,0.9995314
678,0.017509237
679,0.65661585
680,0.97953343
681,0.026683642
682,0.99687237
683,0.0013133954
684,0.00155249
685,0.00030663135
686,0.003198171
687,0.99453086
688,0.9852645
689,9.960713e-5
690,0.7152795
691,0.18016623
692,0.8149912
693,0.1208213
694,0.01790172
695,0.9993292
696,0.03514949
697,0.00030067054
698,0.0016501003
699,0.09698051
700,0.020381154
701,0.00018741551
702,0.3191393
703,0.91730505
704,0.000120030556
705,0.24558336
706,0.1243743
707,0.9987991
708,0.00011585172
709,0.9990414
710,0.9998565
711,0.8943488
712,0.9997608
713,0.91832
714,0.13014704
715,0.9929981
716,0.66310537
717,4.707869e-5
718,0.00017081267
719,0.85786027
720,0.0009986568
721,0.47059783
722,0.0013806965
723,0.00023692672
724,0.004853738
725,0.00022787182
726,0.9996158
727,0.016675396
728,0.99906045
729,0.017643727
730,0.17843972
731,0.00822597
732,0.9887412
733,0.99980325
734,0.0001551968
735,0.00010309338
736,0.009840611
737,0.9988753
738,0.00062447565
739,0.09865172
740,4.3147487e-5
741,0.02371321
742,0.7160652
743,0.01573409
744,0.989664
745,0.985706
746,0.00024607632
747,0.06634068
748,0.76271456
749,0.999603
750,0.07336964
751,0.3875255
752,0.0074757603
753,0.005965133
754,0.9730102
755,0.000363029
756,8.646055e-5
757,0.018804986
758,0.0052525066
759,0.10906234
760,0.998473
761,0.0008070551
762,0.28978667
763,0.9949698
764,0.98086137
765,0.28554925
766,0.046358615
767,0.87787277
768,0.90198505
769,0.00016214611
770,0.9984522
771,0.000975429
772,0.00086247374
773,0.007023641
774,0.6294811
775,0.0041566584
776,3.062698e-5
777,0.1256333
778,0.000708735
779,0.274411
780,0.9988518
781,0.0017729012
782,0.005270296
783,0.9853059
784,5.6896906e-6
785,0.9922086
786,0.9955916
787,6.783824e-6
788,0.005481551
789,0.8965947
790,0.9904109
791,0.004703789
792,0.9459418
793,0.84976035
794,0.000112719754
795,0.5447077
796,0.14122882
797,0.026945585
