id,precipitation_nextday
1,0.888766095231451
2,0.7798348136561297
3,0.8912600815088582
4,0.20810067487290576
5,0.9576665595849808
6,0.1706125733672155
7,0.021572188326637248
8,0.9623734608530171
9,0.28592649230293143
10,0.02035907043879107
11,0.11370105405318337
12,0.0026265590083542445
13,0.00770164057349985
14,0.024651204430049655
15,0.8670261661391018
16,0.1357072890044714
17,0.06366333840515134
18,0.5498395791580584
19,0.039530437366812485
20,0.7564395224654394
21,0.8580302604511295
22,0.016890241675095053
23,0.009148731414131002
24,0.2328452481341986
25,0.021816569988811457
26,0.07772561260411712
27,0.8096306241675254
28,0.39039749786106104
29,0.7597025540664608
30,0.004324253052247381
31,0.061982915698824206
32,0.02287550477560185
33,0.012294332956464546
34,0.034541062173118836
35,0.03389635067315052
36,0.9721233364138042
37,0.051186300971249626
38,0.8706336995621424
39,0.08287713841869611
40,0.9758748696520255
41,0.8896936279341476
42,0.02448599089937581
43,0.9806982749303926
44,0.09587473119051144
45,0.9444226744921604
46,0.8897764366225552
47,0.09701688971389667
48,0.10634230893792244
49,0.9479044957147832
50,0.752853941448033
51,0.009515843862616296
52,0.15147632792433885
53,0.06331695809016168
54,0.004453409801337205
55,0.0391986691769787
56,0.8252708762204971
57,0.02657024138469454
58,0.07245726227295597
59,0.03826651010816688
60,0.8986815499847567
61,0.06454365788372703
62,0.9926949375912799
63,0.02823023664899588
64,0.65113816221228
65,0.056049979598087
66,0.9291246548899208
67,0.6106183488368034
68,0.048460075566382425
69,0.09954296380132997
70,0.6100022534273816
71,0.31461746037751387
72,0.8716429542924413
73,0.7614847581294422
74,0.7101988325461486
75,0.992267553385717
76,0.21912041796895887
77,0.013813020507406093
78,0.042506820071463856
79,0.22232582675585014
80,0.9490624767656994
81,0.4726915018303022
82,0.0171717697904514
83,0.7185765701912776
84,0.31770181806208764
85,0.1395082029916179
86,0.20399449138943182
87,0.47869535181254147
88,0.07941799616138118
89,0.34441574797738245
90,0.09507811730894435
91,0.9769708559820085
92,0.0687385930804399
93,0.16328167286712644
94,0.515862876891819
95,0.019356515499212173
96,0.9952543810144332
97,0.2676201569923352
98,0.028530285054603085
99,0.7160105175339426
100,0.16543917572162076
101,0.9691564409878173
102,0.9070643780705239
103,0.9198644293010373
104,0.032715360297379106
105,0.8075475363672959
106,0.9860429308846512
107,0.3436500535098962
108,0.2970574863228024
109,0.9726825545625031
110,0.31555352099020995
111,0.1392110573763368
112,0.2798817682698334
113,0.875942598242717
114,0.7734813911347054
115,0.10685988077259119
116,0.014671618399341885
117,0.9637813170750876
118,0.05992050411589862
119,0.7101762598331273
120,0.9588647018940922
121,0.5040185604285395
122,0.9621192884209743
123,0.3671344886864015
124,0.45710057263968673
125,0.11092668509184829
126,0.03673510641576714
127,0.07852549656500368
128,0.07597735052096001
129,0.12674447825170448
130,0.8406280752264504
131,0.021268110029313034
132,0.014673007071793318
133,0.3574282288131064
134,0.029576878286610226
135,0.24090646868117976
136,0.48001407566959636
137,0.031058506994310602
138,0.9287269352291289
139,0.19715439339847382
140,0.9361416194350776
141,0.8593356588532693
142,0.0661571310269672
143,0.9211063859116333
144,0.9437992658144275
145,0.976062195368303
146,0.02074911868325506
147,0.05789864264678896
148,0.7990310287608273
149,0.18869466303304533
150,0.9900129125147301
151,0.3110326379840676
152,0.7542693514021171
153,0.9015343195380273
154,0.0033281203938245324
155,0.9933723872388828
156,0.11219889430197949
157,0.6131827812564189
158,0.3529841606583947
159,0.015131197870731384
160,0.691020488543386
161,0.8039929112025422
162,0.024067257846833598
163,0.004654541331158071
164,0.7989678914071051
165,0.2150708617071923
166,0.7311389567727227
167,0.9447711435308053
168,0.5436725638994719
169,0.8767892093775705
170,0.011802421202509484
171,0.08040935477984631
172,0.2259217811212174
173,0.019818083303898233
174,0.9007707783481651
175,0.9719444695665209
176,0.27734394969539833
177,0.2835224931997431
178,0.9841371294296135
179,0.06770568438662143
180,0.9358290733626263
181,0.05306922751092389
182,0.5357536732855579
183,0.20959481977465397
184,0.043661216895900926
185,0.9520268197337611
186,0.07132768991446616
187,0.915848946034461
188,0.1184806871746508
189,0.014703020409553638
190,0.7396178146014653
191,0.20847822987849124
192,0.3102163366459229
193,0.04674463683228737
194,0.833236916695121
195,0.6390358523487935
196,0.5062295592035926
197,0.06588104685017683
